,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CTSL,316.7612115,-0.563053507,0.211091212,-2.667346979,0.00764527,0.384603866
CTNNB1,51.39060701,1.073363166,0.40691324,2.637818238,0.008344129,0.411365572
ADAMTSL4,28.28845504,1.103675592,0.420553856,2.624338304,0.00868175,0.419617938
EEF1A1,1664.419688,-0.467929712,0.179003592,-2.614080005,0.008946808,0.424113127
SYNGR1,16.6565071,-1.568738286,0.600742093,-2.611334053,0.009018975,NA
CELA2B,5.692214692,-2.257290722,0.870616575,-2.592749537,0.009521208,NA
CAPZA2,80.05538333,0.731026833,0.28236904,2.588905757,0.009628144,0.447799531
AC245060.5,4.52185105,-2.49415443,0.964687595,-2.585452994,0.009725113,NA
GZMH,1.949682591,-4.662257489,1.807518995,-2.579368462,0.009898115,NA
TEX14,8.193367807,-1.879012939,0.731857029,-2.567459031,0.010244689,NA
CYBB,213.0966264,0.58116803,0.227306627,2.556757968,0.01056527,0.476623751
CYP27A1,125.1515562,-0.672555161,0.264298298,-2.544682144,0.010937725,0.476623751
HEXA,80.46412081,-0.752109384,0.295661415,-2.543819876,0.010964761,0.476623751
ZNF174,4.052367698,-2.893961565,1.137938364,-2.543161964,0.010985429,NA
SLC35E3,23.49791184,-1.210869414,0.476341023,-2.542022114,0.01102132,0.476623751
EIF5AL1,5.300078093,-2.224172051,0.876839282,-2.536578935,0.01119415,NA
SPOCK2,2.288915706,-4.008906965,1.585604844,-2.528314025,0.011461179,NA
KLF6,50.0776242,0.910412422,0.360963683,2.522171797,0.011663273,0.495689108
EIF2AK2,46.38271503,-0.899340424,0.359601626,-2.500935369,0.012386578,0.510477808
NDUFA7,37.6061037,-1.05056924,0.420256905,-2.499826243,0.012425423,0.510477808
ABHD16A,3.250583555,-2.998173628,1.20198012,-2.494362076,0.012618375,NA
CCL2,4.015999444,3.104637056,1.254223776,2.475345401,0.013310738,NA
NMRK1,7.873258781,-1.762837659,0.71556772,-2.463551122,0.013756828,NA
ATP6V1F,240.3920656,0.578855892,0.235505291,2.457931576,0.01397398,0.555747277
IL3RA,27.43271958,1.35152926,0.549888899,2.457822413,0.013978228,0.555747277
S100B,4.835921754,3.143704375,1.288890882,2.439077209,0.014724822,NA
CD74,2565.284027,-0.471891002,0.193911063,-2.433543482,0.014951839,0.585020385
KCNN4,2.317449668,3.90613114,1.608995603,2.427682918,0.015195622,NA
PLD3,68.44689008,-0.744565957,0.307327828,-2.422709203,0.015405253,0.59334294
PIR,3.663242326,-3.167075199,1.307836438,-2.42161413,0.015451748,NA
CXCL8,2.304779861,4.026167663,1.669550759,2.411527557,0.015885851,NA
FXYD5,92.79769606,-0.639376665,0.265412687,-2.408990592,0.01599671,0.604363488
CSTA,88.19044564,-0.685655528,0.285120694,-2.404790476,0.01618174,0.604363488
SCGB3A1,6.864863551,-4.780408309,1.994938652,-2.396268329,0.01656296,NA
AP1S2,27.92331565,1.005260449,0.419679564,2.39530474,0.016606557,0.609831716
RNASEK,16.44716071,-1.449336542,0.606423118,-2.389975741,0.016849486,NA
CTSH,159.8028978,-0.683782819,0.286131593,-2.389749455,0.01685987,0.609831716
AKR1C1,3.26735519,-3.666128287,1.536285307,-2.386359012,0.017016131,NA
PAPOLA,33.58103954,0.923063146,0.386997874,2.385189189,0.01707034,0.609831716
NDN,2.994258815,-3.435713784,1.440687729,-2.384773407,0.017089644,NA
NFU1,13.72633437,-1.295133523,0.543756342,-2.381826973,0.01722699,NA
TSPAN4,26.86554432,-1.035499878,0.435337785,-2.378612457,0.017377935,0.611951578
TCEA3,10.23247558,-1.701498124,0.716422256,-2.374993393,0.017549264,NA
POLD4,36.78791079,-0.956816581,0.404894061,-2.363128217,0.018121399,0.61223058
SAMHD1,106.7394298,0.610702598,0.258624897,2.361344962,0.018208784,0.61223058
ALCAM,33.08232135,0.925797667,0.392677143,2.357656116,0.018390721,0.61223058
VIM,2401.870935,-0.401091227,0.170557523,-2.351647821,0.018690462,0.61223058
MARCKS,4.780862012,2.439462136,1.037996108,2.350165013,0.01876509,NA
KLF13,19.9666952,-1.182890212,0.503824676,-2.347821113,0.018883588,0.61223058
AHCYL1,20.88178493,1.132629414,0.483029486,2.344845287,0.019034976,0.61223058
GBP2,30.57699448,-0.9302851,0.398130663,-2.336632634,0.019458294,0.61223058
SRSF3,54.37611389,0.733852018,0.314354643,2.334471704,0.019571036,0.61223058
ZNF486,4.341858458,-2.40744733,1.031810544,-2.333226138,0.01963628,NA
TPP1,28.7910077,1.002393804,0.42975742,2.332464216,0.019676283,0.61223058
MYADM,29.56464071,0.994649132,0.427107625,2.328802096,0.019869552,0.61223058
SELL,2.806809792,-3.49856127,1.503100105,-2.32756372,0.019935282,NA
IRS2,11.34129192,1.544780797,0.664916086,2.323271806,0.020164555,NA
ZYX,28.32533713,0.969188232,0.418150006,2.317800353,0.020460174,0.614892151
ALOX5AP,638.8875104,0.512897324,0.221710198,2.313368213,0.020702403,0.614892151
NOP53,34.20317784,-0.866200935,0.374912522,-2.310408122,0.02086557,0.614892151
DSC2,23.46868456,-1.055365825,0.457102379,-2.308817177,0.020953728,0.614892151
ARNTL,6.681915322,-1.736230049,0.755268991,-2.298823427,0.021514968,NA
RPP21,5.639326446,-1.896726275,0.827293097,-2.292689595,0.021865882,NA
SLC43A2,7.773837172,1.869802505,0.817939334,2.285991671,0.022254746,NA
DUSP1,69.42847859,0.952197421,0.41662124,2.285522986,0.02228218,0.646183226
SLC25A6,128.0141331,-0.614481401,0.270000246,-2.275854968,0.022854692,0.65507924
DPYSL2,47.40526284,0.786504611,0.34653404,2.269631607,0.023229944,0.658181753
CD37,145.067997,-0.594024487,0.262704687,-2.261187241,0.023747665,0.658401738
TRA2B,19.58596526,1.100630793,0.487432983,2.258014601,0.023944749,0.658401738
CD14,74.51057775,-0.724196191,0.320937077,-2.256505221,0.024039009,0.658401738
TMSB4X,3846.454335,0.372250983,0.16529735,2.25200817,0.024321756,0.658825581
FBP1,945.155221,0.63498763,0.282753408,2.245729356,0.024721349,0.662370917
ITGAX,15.59580311,1.319016718,0.589645779,2.23696457,0.025288656,NA
GZMK,1.34612354,-4.342885537,1.944440678,-2.233488316,0.02551676,NA
AKR1C2,7.31265952,-1.956531288,0.876774465,-2.231510345,0.025647343,NA
LSP1,48.48109752,-0.799657359,0.358539898,-2.230316245,0.025726455,0.674635241
PHKG1,5.524107864,2.16566784,0.976687373,2.217360336,0.026598478,NA
ARPC4,55.13127805,0.779548538,0.35162753,2.216972429,0.026624976,0.687769427
CRIP1,221.4355072,-0.643016189,0.290349014,-2.214631898,0.026785341,0.687769427
IFITM1,2.189026458,-3.755077377,1.695738859,-2.214419607,0.026799927,NA
LIPA,114.6388152,0.818407257,0.37084272,2.206885054,0.027322091,0.691432283
CKAP4,7.66798574,1.768515858,0.801581291,2.206283851,0.027364131,NA
RETREG1,13.89028083,-1.36255991,0.618988425,-2.201268804,0.027717,NA
ARF6,29.39053466,0.888634126,0.403738647,2.201013284,0.027735083,0.691432283
CBWD1,18.3877459,-1.104852109,0.502085119,-2.200527497,0.027769491,0.691432283
ATP6V1E2,2.750921969,-2.846145749,1.293501622,-2.200341848,0.02778265,NA
ASGR1,13.78651349,1.533299385,0.701350445,2.18621004,0.028800242,NA
LPL,80.82696522,0.702500098,0.322019475,2.181545379,0.029143102,0.71534897
GIGYF1,4.047177253,2.699196444,1.237313806,2.181497072,0.029146671,NA
RBP4,97.46124431,-1.927335316,0.885093575,-2.177549776,0.029439572,0.71534897
CFL1,546.0625616,0.427323576,0.196435078,2.175393422,0.029600647,0.71534897
EMP3,161.161052,0.530510877,0.244415223,2.170531245,0.029966624,0.717162417
LMAN1,52.5242579,-0.666640887,0.308268288,-2.162534757,0.030576981,0.724733252
SERPINA1,586.99125,-0.460957054,0.213681024,-2.15722035,0.0309885,0.727491919
CTSS,541.3438827,-0.442755881,0.205880027,-2.150552858,0.03151151,0.728114463
HDDC2,43.67447144,-0.801623409,0.372958912,-2.149361183,0.03160578,0.728114463
KCNMB1,2.006517591,3.641417923,1.697614181,2.145020914,0.031951175,NA
ITM2C,1.35245136,-4.371687251,2.044088019,-2.138698144,0.032460123,NA
APOBEC3G,11.84405731,-1.309252988,0.612287234,-2.138298685,0.032492509,NA
IER5L,4.806411618,2.304578116,1.077850542,2.138124004,0.03250668,NA
PRF1,2.328591898,-3.400495999,1.592201857,-2.135719152,0.032702312,NA
ACOT1,10.5316479,-3.597441646,1.686450171,-2.133144345,0.032912887,NA
GNG10,13.81190263,-1.385386944,0.649720539,-2.132281281,0.03298373,NA
ADGRE3,2.235308807,-3.001514141,1.410392789,-2.12814059,0.033325429,NA
TMEM236,4.522485927,2.267235914,1.066835668,2.125196956,0.033570182,NA
CST7,2.088703266,-2.992395387,1.409055853,-2.12368827,0.033696219,NA
RNASET2,96.1595015,-0.547992649,0.258291194,-2.121607944,0.033870675,0.765974433
CLEC11A,3.850024797,2.532354381,1.196147235,2.117092535,0.034251995,NA
DHRS3,13.21192083,1.282308499,0.605801949,2.116712402,0.034284264,NA
ABRACL,65.96936318,-0.627938716,0.296968321,-2.11449731,0.034472814,0.77250443
CAMK1,3.725536148,2.684578289,1.270618509,2.112812201,0.034616845,NA
WLS,14.77150624,-1.177009631,0.557886768,-2.109764379,0.034878656,NA
HIST1H2AJ,2.605902684,-2.88007025,1.366711419,-2.107299471,0.035091629,NA
MARVELD1,6.957155267,1.800626965,0.856416416,2.10251337,0.03550833,NA
NCAPH2,4.826413798,2.099727995,0.999350558,2.101092534,0.035632844,NA
S100A9,454.0663479,0.447583365,0.213187669,2.099480552,0.03577456,0.787993902
RANBP1,61.5312455,0.633073267,0.301585032,2.099153472,0.035803374,0.787993902
ANKAR,1.368698887,-3.777640557,1.802301693,-2.096008994,0.036081393,NA
NUPR1,138.4646789,-0.715265906,0.343736256,-2.080856741,0.037447021,0.796057601
ARMC7,3.323865799,-2.457652538,1.18154782,-2.08002799,0.037522966,NA
RHOB,30.77298242,0.959801437,0.461599297,2.079295707,0.037590179,0.796057601
CCL18,864.5891433,1.110285296,0.53437459,2.077728463,0.037734376,0.796057601
GCHFR,320.6261639,0.451751694,0.217530298,2.076729988,0.037826487,0.796057601
DTNBP1,14.50226354,-1.123502224,0.541388187,-2.075224859,0.0379657,NA
HP,106.340976,-2.096507521,1.010712026,-2.074287697,0.0380526,0.796057601
SLC47A1,8.813845669,-1.461596934,0.704930437,-2.073391724,0.038135839,NA
MAN1A1,24.88926603,0.901453203,0.435435257,2.070234756,0.038430366,0.796057601
NRGN,10.0236886,1.460161026,0.706762006,2.065986872,0.038829719,NA
TKT,185.971113,-0.474092037,0.229713568,-2.063839942,0.039032895,0.796057601
ZRANB2,22.02009965,-0.897794894,0.435187415,-2.063007486,0.039111917,0.796057601
FCGR2B,10.57356988,4.051800915,1.967698515,2.059157378,0.039479165,NA
C2orf69,5.518470804,2.056653243,0.999939106,2.056778489,0.039707538,NA
RCSD1,4.74419643,-2.0709193,1.009048922,-2.052347766,0.040135877,NA
RUBCN,1.900105977,3.53360555,1.722773378,2.051114554,0.040255792,NA
AHNAK,49.54725031,0.710825468,0.346749226,2.049969877,0.04036737,0.796057601
CHCHD10,142.0719852,0.516202197,0.251815961,2.049918496,0.040372385,0.796057601
ROMO1,73.39748103,-0.630045249,0.30794825,-2.045945217,0.040761761,0.796057601
EBP,22.20369511,0.998886306,0.488366248,2.045363107,0.040819073,0.796057601
PPP1CB,33.48865277,0.796426665,0.389558785,2.044432562,0.040910833,0.796057601
NCEH1,47.2547104,0.791615461,0.387259452,2.044147552,0.040938973,0.796057601
HLA-B,1526.117117,-0.481416568,0.235735757,-2.042187295,0.041132956,0.796057601
LIMA1,43.60481266,-0.788292933,0.386392504,-2.040135164,0.041336865,0.796057601
HIST1H1E,6.801365385,-1.732839069,0.850160206,-2.038250033,0.041524934,NA
NKG7,23.58171041,-3.749436295,1.841312191,-2.036284946,0.041721751,0.797241203
SNHG25,4.718379063,-1.925405601,0.946514842,-2.034205397,0.041930891,NA
PTPN22,10.67995462,1.339133415,0.658478078,2.03367957,0.041983913,NA
DXO,2.802816813,-2.569133981,1.263600983,-2.033184539,0.042033882,NA
BNIP3,2.992708454,-2.438732982,1.200932522,-2.030699426,0.042285495,NA
LINC01827,2.265065292,-2.770810979,1.366814225,-2.027203792,0.042641576,NA
TMEM191B,3.535823815,2.390160039,1.179110605,2.027087221,0.042653493,NA
TMED2,29.57010962,0.831961737,0.411462264,2.021963639,0.043180108,0.812511201
IGLC3,1.190017258,-4.067827275,2.018968496,-2.01480473,0.043925113,NA
LGMN,17.72495065,2.354454705,1.169625644,2.012998533,0.044114784,0.823810165
RASGEF1B,21.06905812,1.088975422,0.542097281,2.008819192,0.044556312,0.825799319
CCL4,5.211656537,-1.886785579,0.940983363,-2.005121081,0.044950104,NA
RELA,3.079917305,2.589617709,1.293868277,2.0014539,0.045343497,NA
HMGN2,252.8815822,0.426892099,0.214074941,1.994124569,0.046138443,0.848740759
ARHGEF5,3.920312867,-1.970130241,0.992416349,-1.985185192,0.047123871,NA
SMARCD2,5.709542831,1.928055684,0.971412899,1.984795226,0.047167259,NA
CNOT9,6.242150393,1.715380268,0.864476261,1.984300027,0.047222403,NA
MPP1,31.54419268,-0.741852804,0.373958694,-1.983782742,0.047280065,0.86160481
DSTYK,2.519996949,2.978496935,1.502520606,1.982333502,0.047441927,NA
HMGB3,6.237993344,1.761357018,0.888591346,1.982190156,0.047457962,NA
TSPAN14,17.33734541,1.005808591,0.507873952,1.980429569,0.04765528,NA
WDFY2,7.4871285,1.531566003,0.773401039,1.980299905,0.047669839,NA
SOD1,111.7589796,-0.511318975,0.258254406,-1.979904165,0.047714298,0.86160481
HGS,3.520109261,2.402683893,1.214625225,1.978127775,0.047914294,NA
NEIL3,3.566526259,-2.20220273,1.115527443,-1.974135861,0.048366297,NA
APLP2,104.7960317,0.573845161,0.290904278,1.972625378,0.048538259,0.86160481
VMO1,69.1679427,-0.713749391,0.362764925,-1.967525916,0.049122611,0.86160481
MAP7D1,18.41096717,0.987979685,0.502467926,1.966254231,0.049269251,0.86160481
PHIP,23.2022164,0.889854181,0.452626474,1.965979085,0.049301027,0.86160481
S100A10,1341.689865,0.435864773,0.221828445,1.964873228,0.049428912,0.86160481
NSD3,29.31999035,-0.806767023,0.410964883,-1.963104527,0.04963403,0.86160481
MEF2C,4.907186173,2.273653216,1.158937407,1.96184298,0.049780768,NA
YLPM1,2.864037999,2.568195457,1.309588986,1.961069834,0.049870877,NA
HNRNPC,48.00063235,0.674925772,0.345334285,1.954412872,0.05065241,0.867601865
CAPZA1,60.73752489,0.687240438,0.351966223,1.95257497,0.050869979,0.867601865
CPE,36.65126273,-0.787415975,0.403558453,-1.951181963,0.051035404,0.867601865
PTMS,123.756123,0.48415804,0.2493461,1.941710901,0.052172108,0.877876813
ALG9,3.369070409,-2.154616365,1.111130902,-1.939120189,0.052486705,NA
SASH1,6.846957182,-1.530288972,0.78946651,-1.938383646,0.052576434,NA
PLEC,12.80484917,1.160037574,0.599007643,1.936598953,0.052794386,NA
SDC4,5.017616402,1.881848267,0.972021384,1.936015294,0.052865828,NA
HSDL2,20.18395291,-0.951868992,0.49197603,-1.934787334,0.053016398,0.877876813
ZFP90,3.655256367,-2.039917193,1.054516913,-1.934456592,0.053057014,NA
PDGFD,5.104340789,-2.030525207,1.050308843,-1.933264887,0.053203575,NA
TYMS,45.77243745,-0.718359341,0.371867984,-1.931759042,0.053389254,0.877876813
HNRNPH1,39.83993663,0.715673207,0.370514575,1.931565598,0.053413145,0.877876813
CDC42,204.0680303,0.440112351,0.227859674,1.9315061,0.053420496,0.877876813
LZTS2,2.72794553,-2.294283401,1.189514863,-1.928755556,0.053761216,NA
ADH5,44.64901467,-0.669013615,0.348544526,-1.9194495,0.054927472,0.896663691
TRDC,6.453804591,-3.70292605,1.936749284,-1.911928446,0.055885372,NA
BCAT1,6.750692308,1.682894613,0.881170612,1.909839695,0.056153857,NA
LIMD2,4.685153707,-1.86596964,0.979597965,-1.90483209,0.056801901,NA
SERBP1,105.1177758,0.517958997,0.272258477,1.902453153,0.057111938,0.926190306
AL390036.1,12.12053665,-1.123705591,0.593220486,-1.894246097,0.058192352,NA
ZDHHC19,1.581310958,3.364999447,1.777874042,1.892709702,0.058396486,NA
S100A1,2.796945004,2.956583762,1.56358844,1.890896406,0.058638174,NA
APOE,844.8902273,-1.091646915,0.579461767,-1.883898088,0.059578762,0.945212359
SH3BGRL3,656.1574847,0.39441796,0.209473129,1.882904804,0.05971327,0.945212359
MIIP,24.149554,-0.835286141,0.443733529,-1.882404836,0.05978107,0.945212359
TXNRD3,1.391690564,-3.370074013,1.791286567,-1.881370673,0.059921513,NA
SMN2,1.391690564,-3.370074013,1.791286567,-1.881370673,0.059921513,NA
ITGA4,14.06732242,-1.138223705,0.605012492,-1.881322651,0.059928042,NA
TPM3,191.3089071,0.440435174,0.234628397,1.877160559,0.060496091,0.945212359
UHRF1,6.01035277,1.710687226,0.911594701,1.876587507,0.060574651,NA
LCP1,157.769782,0.441670735,0.23541056,1.876172145,0.060631646,0.945212359
ACY1,2.11645412,-2.890413549,1.541024072,-1.875644645,0.060704092,NA
EEF1G,5.391807779,-1.745034283,0.931112114,-1.874139814,0.060911157,NA
QPCT,6.549635297,1.671630147,0.892198227,1.873608461,0.060984411,NA
GBP5,6.923681149,-1.464414141,0.782073338,-1.872476748,0.061140676,NA
FUCA2,47.79989912,-0.64415262,0.34429612,-1.870926167,0.061355316,0.945212359
KALRN,1.398455371,-3.377487713,1.805732795,-1.870424973,0.061424827,NA
XBP1,23.58978248,0.836119154,0.447245485,1.869485955,0.061555236,0.945212359
PEPD,43.41899027,-0.633759668,0.339105302,-1.868917012,0.061634361,0.945212359
ATP1B1,88.67074475,0.528121117,0.282691752,1.868187219,0.06173598,0.945212359
SLC20A1,7.588971576,1.477234238,0.791685388,1.865935965,0.062050325,NA
CD302,39.12692114,-0.692729914,0.371923921,-1.862558108,0.062524463,0.951375315
SNX24,15.62494176,1.058695683,0.568764933,1.861394086,0.062688545,NA
HIST1H3B,1.385799732,-3.362277841,1.808857806,-1.858785047,0.063057613,NA
DHX58,4.926503205,-1.719701595,0.926641921,-1.855842647,0.06347599,NA
AOC3,3.774383711,-2.058609021,1.109371151,-1.855654007,0.06350289,NA
FAM120A,25.03290931,0.803962161,0.433819424,1.85321845,0.063851054,0.965600299
ITGAV,8.487845847,1.464590626,0.790354163,1.853081434,0.063870688,NA
INSIG1,4.280394797,2.033629257,1.098128818,1.851904097,0.064039595,NA
SLC19A3,10.09703004,-1.195611016,0.647249922,-1.847216932,0.064715706,NA
AXL,49.31919299,0.700652897,0.379381118,1.84683123,0.064771604,0.972654595
SLC2A3,6.695180132,1.593379395,0.863347641,1.845582613,0.064952833,NA
WSB1,33.12701203,0.739464873,0.401099651,1.84359391,0.065242344,0.972654595
CD2,7.374013525,-1.599148237,0.867537716,-1.843318403,0.065282536,NA
SLC35F6,14.8845138,1.071452212,0.581373168,1.842968116,0.065333666,NA
CBFB,11.64473014,1.12918501,0.613023287,1.841993665,0.065476077,NA
ETS1,1.593800857,-2.941546501,1.597096355,-1.841809038,0.065503088,NA
FASN,1.528979127,3.302047094,1.793388297,1.84123377,0.065587309,NA
KCNQ1OT1,4.065029057,2.030131708,1.104170088,1.838604152,0.06597343,NA
PRDX4,61.7254557,-0.543945067,0.295921319,-1.838140859,0.066041652,0.972654595
PTPN9,4.69576247,1.826546265,0.993774278,1.837989075,0.066064015,NA
ATP1B3,69.25795427,0.528876946,0.28824556,1.834813848,0.066533276,0.972654595
BRCC3,14.20370851,-1.024966118,0.558836099,-1.834108641,0.066637869,NA
HSPA1A,39.01552043,-0.707215974,0.385657917,-1.833790886,0.066685041,0.972654595
FAM3B,11.31434077,-1.331661921,0.727312404,-1.830935256,0.067110207,NA
DDI2,4.82007074,1.787156838,0.976610681,1.829958317,0.067256172,NA
PANK2,12.64670754,-1.020249049,0.55804422,-1.828258431,0.067510775,NA
TRA2A,11.69812554,1.143980677,0.626545114,1.825855237,0.06787207,NA
MFAP1,15.01160291,1.02105866,0.559456892,1.825089072,0.067987589,NA
MUC20-OT1,11.82814818,1.203121,0.659539366,1.824183759,0.068124296,NA
DRG1,7.518272489,-1.313563474,0.72088598,-1.822151507,0.068432,NA
TM7SF2,2.147559135,2.815065965,1.545790608,1.821117265,0.068589033,NA
IGBP1,23.60991085,-0.79047932,0.434212992,-1.820487493,0.068684799,0.995929589
MTMR6,16.18740484,0.961355351,0.528425552,1.819282485,0.068868344,NA
TMEM97,10.14509992,1.210621758,0.665688647,1.818600577,0.06897239,NA
UTP15,2.877354786,2.44469998,1.344806543,1.817882277,0.069082128,NA
NXF1,2.311543597,2.801777997,1.541670502,1.81736499,0.069161245,NA
EMSY,4.266100234,2.102713391,1.160000642,1.812682955,0.069880735,NA
KLRB1,1.413828923,-3.140792966,1.734446523,-1.81083298,0.070166709,NA
PPP1CA,71.56930257,0.513766865,0.283778881,1.81044785,0.070226365,0.999961256
ABL2,4.979534352,1.968841243,1.087891399,1.809777378,0.070330317,NA
MOAP1,6.09084135,-1.548336969,0.856230816,-1.808317267,0.070557136,NA
IGKC,2.980223112,-2.602758649,1.442444135,-1.804408633,0.071167271,NA
C6orf106,7.291156284,-1.360254086,0.754241218,-1.803473549,0.071313876,NA
NCF1,31.75943921,-0.861810076,0.477880834,-1.803399539,0.07132549,0.999961256
APAF1,6.987794645,-1.416391623,0.786152648,-1.801675065,0.071596543,NA
TAGLN,7.62997985,1.522652118,0.845435214,1.801027558,0.071698537,NA
NOC2L,8.422541677,1.328114872,0.7382053,1.799113163,0.072000782,NA
LGALS3,1279.058179,-0.400392373,0.222556044,-1.799063131,0.072008695,0.999961256
AGPAT3,12.39577978,1.160225787,0.645503004,1.797397966,0.072272463,NA
AKT1,14.16971449,-0.964840478,0.537064359,-1.796508114,0.072413743,NA
XCL1,1.404783191,-3.399546972,1.89342512,-1.795448331,0.072582298,NA
MFSD12,11.79796994,1.097517342,0.612498232,1.791870221,0.073153757,NA
HLA-DPB1,1330.164822,-0.378445707,0.211212965,-1.791773094,0.07316932,0.999961256
HMGN1,117.1309943,0.444090628,0.247912685,1.791318698,0.073242167,0.999961256
GALM,4.386670161,2.039495518,1.13868323,1.791099986,0.073277251,NA
MTHFD2,13.70978947,1.103257117,0.616286062,1.790170484,0.073426509,NA
COMT,157.1218873,-0.464164869,0.259399842,-1.78937992,0.073553651,0.999961256
ZFP14,2.389149403,-2.272303829,1.271553925,-1.787029072,0.07393279,NA
AGRP,30.6972214,-0.78240515,0.438552311,-1.784063451,0.074413355,0.999961256
TRAPPC2L,33.18568761,0.701915451,0.393914325,1.78189877,0.074765741,0.999961256
