,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ATXN10,7.852278636,-0.60574511,0.703428518,-0.861132432,0.389165109,NA
FAAP24,0.989935436,1.68877335,1.961563172,0.860932431,0.389275259,NA
GEN1,1.49218096,-1.32214313,1.536226413,-0.860643405,0.389434472,NA
BCAT1,4.033855017,0.90362592,1.049988592,0.860605465,0.389455375,NA
RTN1,8.698436231,-0.603538938,0.701421372,-0.860451309,0.389540313,NA
CD164,69.18243607,0.268286295,0.311818001,0.860393867,0.389571966,0.734585046
GTF2H5,38.43466591,-0.334564182,0.388907113,-0.860267585,0.389641557,NA
LY75,2.441623086,1.11604866,1.297343621,0.86025679,0.389647506,NA
SRSF7,27.22745317,0.366765412,0.426400312,0.860143394,0.389710003,NA
FAM91A1,5.403231595,0.722572322,0.840213319,0.85998675,0.389796346,NA
HDAC4,1.022349832,1.588826944,1.847535839,0.859970838,0.389805118,NA
PUS1,1.022349832,1.588826944,1.847535839,0.859970838,0.389805118,NA
PRRC2C,53.62504339,0.276038474,0.321003176,0.859924432,0.3898307,NA
FOXN2,9.367215181,-0.542655368,0.631108821,-0.859844373,0.389874836,NA
AC005082.1,3.113007976,1.028155939,1.195756829,0.859836978,0.389878912,NA
SPATA33,2.848740616,-1.054676716,1.226750804,-0.859731832,0.389936883,NA
SYNE2,2.764666755,1.343982514,1.563572425,0.859558849,0.390032267,NA
EVI2A,9.293056035,-0.571434355,0.665166482,-0.859084711,0.390293782,NA
OPA3,4.918918723,-0.814605129,0.948307156,-0.859009787,0.390335116,NA
TRMT10A,2.400423287,-1.191573491,1.387579094,-0.858742753,0.390482458,NA
TGFBR2,18.83700428,-0.425988573,0.496103461,-0.858668821,0.390523257,NA
EARS2,0.598582013,2.131044284,2.483038258,0.858240616,0.390759613,NA
NRGN,1.409204304,1.378216636,1.606502021,0.857899098,0.390948182,NA
DUT,37.25130191,-0.314322083,0.36650936,-0.857609975,0.391107865,NA
CPE,17.55316046,-0.421305145,0.491277429,-0.857570733,0.391129542,NA
WWTR1,1.742627601,1.202887695,1.402797017,0.857492339,0.391172847,NA
CHD7,4.364748209,-0.792925621,0.924783005,-0.857418028,0.3912139,NA
MED27,3.343223666,0.925744405,1.079945338,0.857214131,0.391326554,NA
TAP1,26.99843768,0.37044887,0.432177134,0.857169065,0.391351456,NA
CSRNP1,1.759240604,1.347415391,1.572675727,0.85676619,0.391574114,NA
SUPT5H,4.555194942,0.789519363,0.921581959,0.856700106,0.391610645,NA
RCOR1,11.90567383,-0.489872621,0.571822158,-0.856687022,0.391617878,NA
E2F6,1.362907305,1.394506323,1.627908416,0.856624555,0.39165241,NA
TRAPPC5,3.322591162,-0.911291084,1.063841661,-0.856604058,0.391663742,NA
GTF2I,23.18308486,0.41885393,0.489014437,0.856526716,0.391706502,NA
PTBP1,7.884287211,0.658362406,0.768828026,0.856319468,0.391821096,NA
ANKLE2,9.222623117,-0.58013932,0.677755981,-0.855970787,0.392013938,NA
CENPE,1.798308251,1.260865838,1.473442969,0.855727615,0.392148462,NA
CAP1,97.24144148,0.23089886,0.269849316,0.855658497,0.392186703,0.736154416
PTGR2,3.58907042,0.87054913,1.018018076,0.855141133,0.392473021,NA
SNAP23,19.67919384,-0.40010242,0.468109716,-0.854719325,0.39270655,NA
ATP5PD,79.83248185,-0.25038558,0.293099193,-0.854269089,0.39295591,0.736154416
MRPL34,33.51752623,0.335476967,0.392800099,0.854065382,0.393068764,NA
LILRB1,19.96796484,-0.393389881,0.46063236,-0.854021376,0.393093146,NA
ZNF350,3.80993856,-0.831280022,0.973442495,-0.853959044,0.393127683,NA
C9orf40,1.473280904,-1.329750901,1.558875377,-0.853019376,0.393648559,NA
BTBD1,5.082945066,-0.742921878,0.871538211,-0.852426054,0.393977665,NA
HIST1H2AC,3.555690095,-0.866624651,1.016873645,-0.852244185,0.394078578,NA
GSK3A,9.739494533,-0.554266083,0.65040729,-0.852183072,0.394112491,NA
ATP6V1E1,35.86071951,0.321664463,0.377810969,0.851389952,0.394552771,NA
KCNAB1,4.320727911,-0.81323278,0.95534314,-0.851246789,0.394632277,NA
GRK6,10.08285579,-0.554935122,0.651946909,-0.851196798,0.394660041,NA
BCL10,15.91686418,0.445133011,0.523076956,0.850989527,0.39477517,NA
KLHL7,2.472922789,1.036837809,1.218625775,0.850825438,0.394866329,NA
NOC3L,11.98864593,0.491885809,0.578211997,0.850701492,0.394935194,NA
PIGQ,1.374673185,1.326740419,1.559946743,0.850503663,0.395045125,NA
MPC1,38.60473658,0.325319928,0.382567669,0.850359177,0.395125425,NA
ZFP28,0.848775249,-1.745424238,2.052640209,-0.85033131,0.395140914,NA
FBXO42,4.093147853,0.852676145,1.003091623,0.850048117,0.395298335,NA
MAPK14,8.813556035,-0.554801798,0.652702912,-0.850006623,0.395321404,NA
KLHL36,5.172164542,-0.7301655,0.859316388,-0.84970508,0.395489073,NA
ABI1,15.42963749,0.462175655,0.544006783,0.849577007,0.3955603,NA
SNRPC,21.40178203,0.387303994,0.455886683,0.849561983,0.395568656,NA
UTP3,6.873451039,0.664489024,0.782509919,0.849176488,0.395783094,NA
NIF3L1,2.620764048,-0.975295268,1.148932678,-0.848870684,0.395953253,NA
NUP35,0.846525774,-1.74226973,2.054158316,-0.848167211,0.396344855,NA
MRI1,4.874239199,-0.818969509,0.965736088,-0.848026204,0.396423377,NA
CNOT1,5.562436481,-0.720963309,0.850408934,-0.84778426,0.396558131,NA
TIMM13,25.11513053,0.366083407,0.431940715,0.847531604,0.396698879,NA
AC068338.2,0.59471683,2.00338956,2.364223343,0.847377455,0.396784766,NA
RECQL5,2.013436062,-1.219323209,1.439357515,-0.847130193,0.396922558,NA
PPP2R1A,10.73252591,0.527095468,0.622951939,0.846125416,0.397482784,NA
BAZ1A,59.61895604,-0.355504653,0.420253987,-0.845928091,0.397592861,NA
MRPL20,45.89416746,0.294405148,0.348027874,0.845924049,0.397595115,NA
DDX5,111.8836909,0.248343102,0.293718884,0.845512886,0.397824541,0.742863301
HIPK2,14.23974281,-0.493065904,0.583230113,-0.84540543,0.397884514,NA
AGFG1,23.24342231,-0.372501143,0.440634111,-0.845375186,0.397901395,NA
ISY1,3.509356995,0.886939359,1.049857146,0.844819091,0.398211854,NA
GZMB,1.165106011,1.677273856,1.985659997,0.844693381,0.398282056,NA
CPEB4,21.72630806,0.38911927,0.460719433,0.844590531,0.398339498,NA
HGS,2.071551947,1.093187203,1.294509723,0.844479716,0.398401394,NA
ITIH5,8.059920506,-0.695813416,0.824185131,-0.844244077,0.398533029,NA
RAD9A,1.385805297,1.362149866,1.613645612,0.844144375,0.398588734,NA
FAM222B,2.426124776,1.018975785,1.207467327,0.84389512,0.398728016,NA
TYW1,2.075987539,-1.075477992,1.274658057,-0.843738434,0.398815586,NA
RUBCN,2.074302438,1.1251789,1.333769412,0.843608265,0.398888344,NA
BRCA1,1.625420734,-1.230170505,1.458543581,-0.843423893,0.398991414,NA
SQOR,50.39012311,0.329687065,0.390927455,0.843345897,0.399035021,NA
HFE,1.812323606,1.194252645,1.416244021,0.843253442,0.399086716,NA
PPP1R35,3.780529807,-0.814956324,0.966526052,-0.843180918,0.399127269,NA
ATR,2.495820781,1.01014885,1.198684457,0.842714564,0.3993881,NA
TYW5,2.22207607,1.104409159,1.310611715,0.842666937,0.399414744,NA
DDOST,22.96176832,-0.366655134,0.435323121,-0.842259728,0.399642588,NA
CCL5,9.880145443,0.671443705,0.7973577,0.842085935,0.399739854,NA
ZNF268,2.612928478,1.020361748,1.211762384,0.842047716,0.399761245,NA
ING2,8.551475995,0.581468557,0.690673304,0.841886539,0.399851466,NA
METTL18,2.90217179,-0.994091747,1.180797801,-0.841881435,0.399854323,NA
SEC14L1,12.67660026,0.51409446,0.610778199,0.841704012,0.399953652,NA
ZNF100,4.271637477,-0.775871836,0.921839542,-0.84165606,0.3999805,NA
DDX10,1.318859782,1.397832402,1.661021704,0.841549751,0.400040026,NA
MED20,0.883306368,-1.597747303,1.898604585,-0.841537683,0.400046784,NA
GCSH,12.57683075,0.517335652,0.61481747,0.84144592,0.400098169,NA
TXNDC12,24.98334763,0.375115757,0.446040146,0.840991019,0.400352966,NA
MRPL44,8.462879933,0.580382487,0.690169528,0.840927428,0.400388592,NA
TRIM28,6.415787636,0.726234396,0.864956402,0.839619656,0.401121675,NA
EXOSC4,10.90946208,-0.524256454,0.624415374,-0.839595686,0.401135119,NA
TSC22D2,3.095606596,0.946458346,1.127638955,0.839327465,0.401285575,NA
FXN,6.31152722,0.680073356,0.810333831,0.839250849,0.401328558,NA
NAT1,2.338495225,-1.082176447,1.289621401,-0.839142749,0.40138921,NA
PPP1CC,21.63923253,0.393881335,0.469410612,0.839097638,0.401414522,NA
COMTD1,6.015417057,0.669803947,0.798559215,0.838765535,0.401600895,NA
ZNF322,5.566892486,-0.682162483,0.813338772,-0.838718755,0.401627151,NA
ERLIN2,5.081794563,-0.710160824,0.846850685,-0.838590365,0.40169922,NA
TNS1,1.887928421,-1.310481192,1.562756706,-0.838570193,0.401710543,NA
NOTCH1,2.138998477,1.08758314,1.297430637,0.838259178,0.401885157,NA
RPGR,4.577479256,0.779871262,0.930543945,0.838081067,0.401985176,NA
NFIC,13.60272305,0.4613034,0.550641144,0.837756868,0.402167267,NA
MRPL28,14.37329575,0.455888121,0.544210109,0.837706087,0.402195794,NA
LINC00623,6.202414987,-0.664637577,0.793764424,-0.837323464,0.402410774,NA
MAFK,1.727529369,-1.189731795,1.420953948,-0.837276814,0.402436989,NA
FAM71D,1.021045094,-1.515698977,1.810301858,-0.837263118,0.402444686,NA
SURF1,22.01215012,-0.388791799,0.4644561,-0.83709052,0.402541689,NA
OS9,33.22148388,-0.315186451,0.376568136,-0.836997134,0.402594179,NA
FAH,4.494639536,-0.801016182,0.957106313,-0.836914533,0.402640611,NA
H2AFJ,31.5427828,0.332925563,0.397820702,0.836873398,0.402663735,NA
LAMTOR4,88.66206268,-0.240884965,0.287841582,-0.836866457,0.402667637,0.749481376
PSPC1,4.856990661,-0.788386322,0.942137828,-0.836805719,0.402701782,NA
UBD,2.886671713,-1.02833314,1.228935372,-0.836767468,0.402723287,NA
SRRM2,59.9678766,-0.264187536,0.315724878,-0.836765028,0.402724659,NA
RTP4,6.315829768,0.65986284,0.788912816,0.836420485,0.402918392,NA
GNB2,52.61591734,0.305233851,0.365036267,0.836174042,0.403057,NA
THAP11,7.039329881,-0.663728318,0.794020134,-0.835908675,0.403206282,NA
ZFP57,1.309291847,3.160398571,3.780959082,0.835872196,0.403226806,NA
OSBPL2,3.371892036,-0.88892261,1.063661891,-0.835719148,0.40331292,NA
A2M,5.451744777,0.735886916,0.880648456,0.83561938,0.403369063,NA
HOMER1,1.729246014,1.177606697,1.409809263,0.835295048,0.403551605,NA
PHPT1,49.23375649,0.307079665,0.367753493,0.835014952,0.40370929,NA
TMEM87B,2.081569367,1.081649551,1.295383444,0.835003377,0.403715807,NA
FRYL,6.452533171,0.655076849,0.784682199,0.834830776,0.403812995,NA
RBP7,13.67029793,-0.489779938,0.586817201,-0.834638006,0.403921557,NA
DOCK8,39.40427937,0.297777348,0.356826331,0.834516185,0.403990171,NA
SLC35E4,2.653968882,-1.288028769,1.544665854,-0.833855921,0.404362179,NA
TM7SF3,9.669296898,-0.544523813,0.653163285,-0.833671802,0.404465952,NA
DHX57,2.581147849,1.026218708,1.231268886,0.833464339,0.404582902,NA
STAT5B,1.343373482,1.440098401,1.727861076,0.833457285,0.404586879,NA
DDX50,6.241667002,-0.664379388,0.797423597,-0.833157421,0.404755953,NA
RASA2,5.493576117,0.714324093,0.857508927,0.83302234,0.40483213,NA
XPO5,1.008968244,1.549077647,1.859895729,0.832884136,0.404910078,NA
LINC01089,1.315992634,-1.330949721,1.59840786,-0.832672157,0.405029651,NA
EXOSC3,7.366557298,-0.607155745,0.729868738,-0.831869778,0.405482453,NA
IFIT1,36.03781466,0.849872417,1.021668534,0.831847502,0.405495028,NA
AC007388.1,5.650213131,0.687902969,0.826984681,0.831820691,0.405510163,NA
MTM1,1.75264502,1.19064684,1.432087077,0.831406734,0.405743896,NA
AC147651.4,0.974304373,1.660950374,1.997843052,0.8313718,0.405763625,NA
WDR36,6.240716522,0.669524934,0.805333969,0.831363087,0.405768545,NA
PPP3CC,3.725177633,0.92174913,1.108802811,0.831301221,0.405803485,NA
EMP3,170.0331549,0.221413688,0.266413073,0.831091678,0.40592184,0.75204993
MRPL15,13.58369746,0.484330835,0.583221428,0.830440741,0.406289639,NA
NDUFS5,135.3491157,0.227524098,0.274192957,0.82979556,0.406654382,0.75204993
PITPNM1,2.88552121,-0.995156051,1.199676324,-0.829520455,0.406809967,NA
AC097376.2,1.863018619,-1.114240878,1.343431384,-0.829399173,0.40687857,NA
PPP6C,7.745966332,0.593911783,0.716215546,0.829236096,0.406970824,NA
RNF6,6.12169355,-0.661949566,0.798625005,-0.828861558,0.40718275,NA
TRAPPC2B,7.419471737,-0.619544049,0.747883832,-0.828396099,0.407446215,NA
EXOC3L1,0.585200426,2.086353785,2.519231355,0.828170776,0.407573792,NA
RNASE1,6.860593646,1.76159608,2.127104366,0.828166266,0.407576345,NA
ABCA1,12.03616031,0.623094993,0.752486234,0.82804836,0.407643113,NA
TCEAL3,19.04672016,-0.387567999,0.468094592,-0.827969401,0.407687829,NA
MRPL58,3.823785061,0.815379966,0.985175441,0.827649505,0.407869023,NA
CXCL8,19.33489341,-0.910436682,1.101031954,-0.826893969,0.408297162,NA
ABCC3,10.64369253,-0.523026908,0.632691565,-0.82666964,0.408424334,NA
HIBCH,7.959055011,-0.699110654,0.845837629,-0.826530565,0.408503187,NA
RHOBTB3,0.953154842,1.63273961,1.976031208,0.826272178,0.408649712,NA
TMEM50B,6.335343501,0.670594112,0.81170121,0.826158817,0.408714006,NA
EGR2,6.391106125,0.668077882,0.808899944,0.825909171,0.408855618,NA
COX17,81.87427034,-0.263345832,0.31898412,-0.825576623,0.409044301,0.752231721
RCN1,7.019474444,0.621575636,0.753092992,0.825363723,0.409165124,NA
ZNF865,0.950404351,1.591018829,1.927765643,0.825317556,0.409191327,NA
COA6,34.65514051,0.335052444,0.405972943,0.825307327,0.409197133,NA
ATP6V1D,25.23706778,0.352721971,0.427467184,0.825143975,0.409289856,NA
TMF1,13.67600758,-0.452030588,0.547822169,-0.825141102,0.409291487,NA
MAT2B,10.25209004,0.553956235,0.671375406,0.825106535,0.40931111,NA
AC012368.1,0.47851806,-2.286086929,2.770854725,-0.82504756,0.40934459,NA
NACA,339.6791633,-0.200169735,0.242624014,-0.825020292,0.40936007,0.752231721
HACD4,22.3020617,0.38651122,0.468570435,0.824873256,0.409443551,NA
IGF2R,11.72266917,0.495519372,0.600779695,0.824793808,0.409488663,NA
STAT6,7.902556082,-0.596490742,0.723206764,-0.8247859,0.409493153,NA
PLCB3,1.37242371,1.332338552,1.615812414,0.824562641,0.409619939,NA
UROS,10.83803083,0.512993229,0.622238636,0.824431656,0.409694334,NA
TRIM8,5.730540234,0.676439773,0.820569439,0.82435409,0.409738393,NA
NUPL2,6.470351826,0.646163567,0.784011516,0.824176117,0.409839495,NA
PSMD10,10.8696988,0.521401784,0.632919471,0.823804304,0.410050762,NA
CEP41,1.645550748,-1.164747146,1.414071508,-0.823683342,0.410119507,NA
PAQR8,0.943137422,1.639080561,1.99035917,0.82350994,0.410218067,NA
KCNMA1,22.07575165,-0.460438643,0.559235291,-0.823336171,0.41031685,NA
IMPDH1,9.377778361,0.54828582,0.666122784,0.823100234,0.410450995,NA
MAPK13,3.269661002,-0.878437901,1.067519298,-0.822877771,0.410577505,NA
ADI1,16.34462816,0.416902092,0.506777544,0.82265305,0.410705321,NA
TOM1,7.512063967,-0.596533475,0.725504062,-0.822233129,0.410944227,NA
BIRC2,9.527249674,0.526114226,0.639885086,0.822201106,0.410962449,NA
GRAMD1A,11.48241915,-0.537907353,0.654401982,-0.821983074,0.41108653,NA
PIK3CG,2.364196714,1.017786665,1.238538914,0.821763979,0.411211239,NA
HSPE1,73.29885268,-0.245091358,0.298446554,-0.821223615,0.411518908,0.753798126
PDS5B,4.897019951,0.722627842,0.880070645,0.821102085,0.411588123,NA
KIF9,3.115667798,-1.068154666,1.300905742,-0.821085365,0.411597646,NA
UBE2A,27.64909023,0.335859857,0.409043969,0.821084974,0.411597868,NA
ARL2,22.6396229,0.375939272,0.45790068,0.821006144,0.411642769,NA
LMF1,1.793718716,-1.25798975,1.532966175,-0.820624597,0.411860132,NA
VPS33A,3.626484782,0.843764362,1.028817832,0.820129993,0.412142005,NA
KCNE3,11.88893962,0.494017168,0.602366389,0.820127379,0.412143495,NA
BIRC3,5.008961638,0.785464121,0.957754135,0.820110394,0.412153178,NA
CHPF,0.937022764,1.557691791,1.899853799,0.819900874,0.412272618,NA
KIAA0556,0.937022764,1.557691791,1.899853799,0.819900874,0.412272618,NA
SLC29A3,4.450967818,0.777662202,0.948662747,0.819745694,0.412361095,NA
TARBP2,2.127866365,1.061865768,1.29548372,0.819667397,0.412405741,NA
SLC12A9,6.60918944,0.648231986,0.791025958,0.81948257,0.412511142,NA
AC011899.2,4.747131363,0.750902122,0.916655318,0.819176093,0.412685953,NA
AC104794.2,0.69148698,-1.832523872,2.237293093,-0.819080825,0.412740301,NA
TCF19,0.69148698,-1.832523872,2.237293093,-0.819080825,0.412740301,NA
MNS1,0.69148698,-1.832523872,2.237293093,-0.819080825,0.412740301,NA
FAM89A,38.26914794,0.302456509,0.369265548,0.819075894,0.412743115,NA
THAP6,5.48469348,0.70250779,0.857727674,0.819033606,0.41276724,NA
PNRC2,23.76023876,-0.374313163,0.457024175,-0.819022677,0.412773476,NA
ZFAND1,6.337708242,0.652035728,0.796229492,0.818904266,0.412841036,NA
FOXK2,1.514560449,-1.255450783,1.533600975,-0.818629359,0.412997911,NA
ZKSCAN8,2.689202871,-1.011504819,1.235899658,-0.818436038,0.413108251,NA
VPS28,67.53206519,0.260500892,0.318294918,0.818426173,0.413113882,NA
ZNF567,2.149047712,-1.055189732,1.2893017,-0.818419561,0.413117656,NA
GEMIN2,1.291595592,1.304788833,1.594956254,0.818071862,0.413316155,NA
SGSH,1.291595592,1.304788833,1.594956254,0.818071862,0.413316155,NA
CEP89,1.291595592,1.304788833,1.594956254,0.818071862,0.413316155,NA
POM121,3.189949053,0.898335871,1.098219785,0.817992795,0.413361302,NA
LRP11,0.571317823,1.967156958,2.40521471,0.817871664,0.413430472,NA
RCSD1,5.197391464,-0.712729204,0.871489244,-0.817829031,0.413454819,NA
SLC25A11,19.4259907,0.39987602,0.489004237,0.817735287,0.413508357,NA
SLC25A32,2.502453942,1.047039729,1.281056966,0.817324879,0.413742793,NA
XIST,20.04690769,-2.145205018,2.624706327,-0.817312396,0.413749924,NA
CSNK1G1,4.266419644,0.827127628,1.012165957,0.817185781,0.413822267,NA
GSTT2B,0.939272239,1.550337795,1.89764179,0.816981267,0.413939133,NA
HCK,49.55215441,-0.279886548,0.342612026,-0.816919802,0.413974261,NA
ERLIN1,7.575334053,0.597532895,0.731629986,0.816714604,0.414091543,NA
MFAP1,10.63556571,0.51156187,0.626386817,0.816686839,0.414107414,NA
RAB8B,24.13382979,0.364799412,0.446806415,0.816459657,0.414237288,NA
ATPAF1,4.077015775,0.820532874,1.005575678,0.815983214,0.414509736,NA
COX19,6.057795491,0.671264004,0.822909916,0.815719912,0.414660348,NA
CERS2,5.5072139,-0.670553555,0.822366472,-0.815395055,0.414846214,NA
SLC2A9,3.613620221,-0.83028518,1.018443096,-0.815249456,0.414929534,NA
SNX13,6.944248535,0.633988077,0.777817253,0.81508616,0.415022993,NA
GATAD2A,6.285797599,0.646589037,0.793466978,0.814890922,0.41513475,NA
HAPLN3,3.191584851,0.899439923,1.103833177,0.814833203,0.415167792,NA
UBN1,13.3953417,0.452994555,0.55598901,0.814754513,0.415212843,NA
Sep-08,2.239786569,-1.085673735,1.332742555,-0.814616244,0.415292009,NA
SPTLC2,10.88697591,-0.517314686,0.635129781,-0.81450233,0.415357238,NA
PEMT,4.320613054,0.780033413,0.957707696,0.814479633,0.415370235,NA
SH3BGR,0.668087973,-1.823115579,2.23846484,-0.814449057,0.415387745,NA
LMAN2,54.12864864,-0.26172857,0.32137167,-0.814410835,0.415409634,NA
MTMR6,11.53323024,0.476945136,0.586140788,0.813704055,0.415814511,NA
PRIM1,2.783966597,0.963881053,1.185208152,0.813258879,0.416069648,NA
ITGAV,4.244784902,0.791419531,0.973354546,0.813084538,0.416169591,NA
C6orf89,10.7442906,-0.484424913,0.59606969,-0.81269845,0.41639097,NA
CLCC1,4.254786517,0.796267908,0.979827333,0.812661457,0.416412185,NA
SLC2A3,6.776344889,0.641527526,0.789619998,0.812450961,0.416532915,NA
ZNF700,1.528961554,-1.242849073,1.52978001,-0.812436471,0.416541226,NA
SENP7,1.337892591,1.279869749,1.575687289,0.812261264,0.416641732,NA
FARSB,6.67716851,0.620629103,0.764300608,0.812022255,0.416778862,NA
GXYLT1,3.186584885,0.869255287,1.070536981,0.811980625,0.416802749,NA
SPCS2,79.25499608,0.234745018,0.289211249,0.811673193,0.41697918,0.758152208
GNL3,10.69332064,-0.536905874,0.661497327,-0.811652371,0.416991131,NA
COPS7A,9.101095924,-0.53301046,0.656703225,-0.81164587,0.416994862,NA
HNRNPD,27.41770595,-0.350607747,0.432160064,-0.811291409,0.417198343,NA
DNTTIP2,15.52100502,-0.423402079,0.52194273,-0.811204092,0.417248476,NA
HES4,1.190510775,3.064363519,3.778837426,0.810927588,0.417407256,NA
DAZAP1,6.653562261,-0.600426503,0.740731499,-0.810585893,0.417603521,NA
IPMK,2.886144625,-0.884629107,1.092516978,-0.809716576,0.418103089,NA
DPAGT1,2.102217883,1.055817949,1.304094592,0.809617612,0.418159983,NA
DTNA,2.740014249,0.990465113,1.223680417,0.809414859,0.418276558,NA
GOT2,2.044788772,1.049955731,1.297719787,0.809077385,0.418470636,NA
CCL3,93.70583997,-1.096158324,1.355253804,-0.808821433,0.418617866,0.758152208
GFOD2,0.949289658,1.534437998,1.89720604,0.808788274,0.418636942,NA
PNPO,3.411783122,0.842910691,1.042305323,0.808698442,0.418688624,NA
DNAJC15,46.61120201,0.277460906,0.343235053,0.80836996,0.41887764,NA
SLC30A5,2.806864589,0.9414847,1.164861541,0.808237431,0.418953914,NA
POP1,1.089796362,1.620912545,2.006985195,0.807635527,0.419300429,NA
LCP1,127.2766872,0.20480457,0.253587838,0.80762773,0.419304918,0.758152208
COPG2,2.260936101,-1.117959754,1.385538518,-0.806877427,0.419737105,NA
YIF1B,5.380466356,0.689001873,0.854109482,0.806690345,0.419844908,NA
ACBD6,8.930028216,0.571451576,0.708414069,0.806663222,0.419860538,NA
NUDT21,7.420691342,-0.56481365,0.700394404,-0.806422276,0.419999407,NA
ASB16-AS1,0.985569238,1.527935334,1.894874001,0.806351944,0.420039948,NA
COMMD5,17.25622322,0.435863071,0.540552607,0.806328681,0.420053357,NA
DSN1,0.561801419,2.047910231,2.539875786,0.806303301,0.420067987,NA
CTTNBP2NL,7.401686374,-0.589088014,0.730696648,-0.806200515,0.420127242,NA
GPBP1,20.90957111,0.376453653,0.466967708,0.80616635,0.420146938,NA
EGLN1,5.588419589,0.711873241,0.883083698,0.80612205,0.420172479,NA
NGLY1,7.269289376,0.686705963,0.85190839,0.806079587,0.420196961,NA
ITSN2,16.99844598,-0.397604182,0.493439347,-0.805781267,0.420368982,NA
ATG12,15.24575638,0.454176117,0.563694483,0.805713257,0.420408204,NA
CAMK1D,7.001176631,0.617366017,0.766616969,0.805312225,0.420639529,NA
USP18,2.724884201,1.001469763,1.244093521,0.804979486,0.420831518,NA
F8A3,0.665838498,-1.820965517,2.262246245,-0.804936916,0.420856084,NA
SNRPN,11.18120211,-0.501673076,0.623463834,-0.804654654,0.421018994,NA
ASF1A,5.836772014,-0.652083133,0.810422977,-0.804620737,0.421038572,NA
PTPN23,1.692465419,1.139804173,1.416625964,0.804590768,0.421055871,NA
NGRN,2.656447437,-1.100378971,1.367899006,-0.80442998,0.421148692,NA
HLA-DPA1,1663.464627,-0.170506403,0.211982499,-0.804341883,0.421199555,0.758152208
AASDHPPT,14.99962752,-0.421508833,0.524304215,-0.803939432,0.421431956,NA
TADA3,12.83334867,-0.463660164,0.576950748,-0.803639073,0.421605451,NA
PRRC2A,5.562789638,-0.690023376,0.858981663,-0.803303965,0.421799067,NA
NDE1,2.790831972,1.020526751,1.270754282,0.803087399,0.42192422,NA
IGFBP7,1.850852661,1.19712254,1.490781239,0.803016908,0.421964962,NA
CD68,344.4405321,0.172410756,0.21475289,0.802833229,0.422071133,0.758152208
ZNF585B,0.838108342,-1.627493668,2.028062847,-0.802486802,0.42227142,NA
RNF111,5.352568398,0.687971052,0.857500842,0.802297815,0.422380706,NA
OSTC,46.02234524,0.298109072,0.371729044,0.801952597,0.422580379,NA
HDGFL2,3.527776126,0.822599606,1.025838307,0.801880375,0.422622159,NA
NTMT1,5.451142534,0.696073727,0.868771454,0.801216159,0.423006518,NA
ATP2A2,11.38819306,0.483991978,0.604111138,0.801163804,0.423036822,NA
ST20,0.937523779,1.604603703,2.003439106,0.800924619,0.423175287,NA
GOLGA1,3.410034661,0.870127367,1.086575349,0.800798,0.423248597,NA
SIRT1,2.50308771,0.96784377,1.208613329,0.800788596,0.423254042,NA
SUMF2,19.06027834,0.4106494,0.51296799,0.800536111,0.42340025,NA
CDKL3,1.423219659,1.302116064,1.626894366,0.800369152,0.423496948,NA
PUS3,3.250762422,0.872112775,1.089689827,0.800331207,0.423518927,NA
THOC2,14.13801468,0.433159988,0.541567622,0.799826227,0.423811485,NA
ANAPC10,13.39698776,0.464875314,0.581311188,0.799701302,0.423883878,NA
MCMDC2,1.601899328,-1.405782453,1.758859476,-0.799257969,0.424140845,NA
HNRNPH2,14.66259207,0.420512867,0.526193814,0.799159656,0.424197842,NA
SYTL1,1.055265243,1.531025078,1.916113487,0.799026305,0.42427516,NA
AC027097.1,1.301613011,1.288148354,1.612429436,0.798886652,0.42435614,NA
POT1,0.925890652,1.512527031,1.893408632,0.798838141,0.424384272,NA
PLEKHA8,1.678450064,1.199631566,1.501754431,0.798820061,0.424394756,NA
PRPF38A,6.564559764,0.617670985,0.77330179,0.79874506,0.424438253,NA
HACE1,1.4965217,-1.50328604,1.883269275,-0.798232127,0.424735797,NA
TESK2,0.704868567,-1.647468854,2.064559125,-0.797976107,0.424884355,NA
GRPEL2,0.704868567,-1.647468854,2.064559125,-0.797976107,0.424884355,NA
MBOAT1,0.704868567,-1.647468854,2.064559125,-0.797976107,0.424884355,NA
AL391807.1,0.704868567,-1.647468854,2.064559125,-0.797976107,0.424884355,NA
ANGPT4,0.704868567,-1.647468854,2.064559125,-0.797976107,0.424884355,NA
COMMD8,14.56398036,0.437763879,0.548824231,0.797639487,0.425079729,NA
GPRIN3,28.57661169,0.34233848,0.429400832,0.797246895,0.425307655,NA
ICMT,3.875600528,0.808052571,1.014199236,0.796739479,0.42560235,NA
SLC25A20,2.836511007,0.907555637,1.139151455,0.796694445,0.425628511,NA
AC004918.1,1.278214005,1.273802153,1.598973752,0.796637313,0.425661701,NA
SGK494,1.278214005,1.273802153,1.598973752,0.796637313,0.425661701,NA
CFD,330.4575024,-0.591428014,0.742994973,-0.796005404,0.426028894,0.758152208
PDE8A,8.15371148,-0.580377726,0.729170119,-0.795942827,0.426065267,NA
SPIN4,0.641013828,2.014135419,2.530622655,0.795905077,0.42608721,NA
MADCAM1,0.641013828,2.014135419,2.530622655,0.795905077,0.42608721,NA
NSMCE2,6.657654776,0.622032325,0.781829677,0.795611044,0.426258145,NA
FTL,22750.72668,-0.158020822,0.198691831,-0.795306082,0.426435477,0.758152208
